ObjectId,Country,Date,Value
799,World,1991M12,355.21
800,World,1991M12,0.23
801,World,1992M01,356.34
802,World,1992M01,0.4
803,World,1992M02,357.21
804,World,1992M02,0.39
805,World,1992M03,357.97
806,World,1992M03,0.18
807,World,1992M04,359.22
808,World,1992M04,0.13
809,World,1992M05,359.71
810,World,1992M05,0.13
811,World,1992M06,359.44
812,World,1992M06,0.34
813,World,1992M07,357.15
814,World,1992M07,0.24
815,World,1992M08,354.99
816,World,1992M08,0.29
817,World,1992M09,353.01
818,World,1992M09,0.19
819,World,1992M10,353.41
820,World,1992M10,0.28
821,World,1992M11,354.42
822,World,1992M11,0.15
823,World,1992M12,355.68
824,World,1992M12,0.13
825,World,1993M01,357.1
826,World,1993M01,0.21
827,World,1993M02,357.42
828,World,1993M02,0.06
829,World,1993M03,358.59
830,World,1993M03,0.17
831,World,1993M04,359.39
832,World,1993M04,0.05
833,World,1993M05,360.3
834,World,1993M05,0.16
835,World,1993M06,359.64
836,World,1993M06,0.06
837,World,1993M07,357.45
838,World,1993M07,0.08
839,World,1993M08,355.76
840,World,1993M08,0.22
841,World,1993M09,354.14
842,World,1993M09,0.32
843,World,1993M10,354.23
844,World,1993M10,0.23
845,World,1993M11,355.53
846,World,1993M11,0.31
847,World,1993M12,357.03
848,World,1993M12,0.38
849,World,1994M01,358.36
850,World,1994M01,0.35
851,World,1994M02,359.04
852,World,1994M02,0.45
853,World,1994M03,360.11
854,World,1994M03,0.42
855,World,1994M04,361.36
856,World,1994M04,0.55
857,World,1994M05,361.78
858,World,1994M05,0.41
859,World,1994M06,360.94
860,World,1994M06,0.36
861,World,1994M07,359.51
862,World,1994M07,0.58
863,World,1994M08,357.59
864,World,1994M08,0.51
865,World,1994M09,355.86
866,World,1994M09,0.49
867,World,1994M10,356.21
868,World,1994M10,0.56
869,World,1994M11,357.65
870,World,1994M11,0.6
871,World,1994M12,359.1
872,World,1994M12,0.58
873,World,1995M01,360.04
874,World,1995M01,0.47
875,World,1995M02,361
876,World,1995M02,0.55
877,World,1995M03,361.98
878,World,1995M03,0.52
879,World,1995M04,363.44
880,World,1995M04,0.58
881,World,1995M05,363.83
882,World,1995M05,0.57
883,World,1995M06,363.33
884,World,1995M06,0.66
885,World,1995M07,361.78
886,World,1995M07,0.63
887,World,1995M08,359.33
888,World,1995M08,0.49
889,World,1995M09,358.32
890,World,1995M09,0.69
891,World,1995M10,358.14
892,World,1995M10,0.54
893,World,1995M11,359.61
894,World,1995M11,0.55
895,World,1995M12,360.82
896,World,1995M12,0.48
897,World,1996M01,362.2
898,World,1996M01,0.6
899,World,1996M02,363.36
900,World,1996M02,0.65
901,World,1996M03,364.28
902,World,1996M03,0.64
903,World,1996M04,364.69
904,World,1996M04,0.34
905,World,1996M05,365.25
906,World,1996M05,0.39
907,World,1996M06,365.06
908,World,1996M06,0.48
909,World,1996M07,363.69
910,World,1996M07,0.53
911,World,1996M08,361.55
912,World,1996M08,0.62
913,World,1996M09,359.69
914,World,1996M09,0.38
915,World,1996M10,359.72
916,World,1996M10,0.44
917,World,1996M11,361.04
918,World,1996M11,0.4
919,World,1996M12,362.39
920,World,1996M12,0.44
921,World,1997M01,363.24
922,World,1997M01,0.29
923,World,1997M02,364.21
924,World,1997M02,0.23
925,World,1997M03,364.65
926,World,1997M03,0.1
927,World,1997M04,366.48
928,World,1997M04,0.49
929,World,1997M05,366.77
930,World,1997M05,0.42
931,World,1997M06,365.73
932,World,1997M06,0.18
933,World,1997M07,364.46
934,World,1997M07,0.21
935,World,1997M08,362.4
936,World,1997M08,0.24
937,World,1997M09,360.44
938,World,1997M09,0.21
939,World,1997M10,360.98
940,World,1997M10,0.35
941,World,1997M11,362.65
942,World,1997M11,0.45
943,World,1997M12,364.51
944,World,1997M12,0.59
945,World,1998M01,365.39
946,World,1998M01,0.59
947,World,1998M02,366.1
948,World,1998M02,0.52
949,World,1998M03,367.36
950,World,1998M03,0.74
951,World,1998M04,368.79
952,World,1998M04,0.63
953,World,1998M05,369.56
954,World,1998M05,0.76
955,World,1998M06,369.13
956,World,1998M06,0.93
957,World,1998M07,367.98
958,World,1998M07,0.97
959,World,1998M08,366.1
960,World,1998M08,1.02
961,World,1998M09,364.16
962,World,1998M09,1.03
963,World,1998M10,364.54
964,World,1998M10,0.99
965,World,1998M11,365.67
966,World,1998M11,0.83
967,World,1998M12,367.3
968,World,1998M12,0.77
969,World,1999M01,368.35
970,World,1999M01,0.81
971,World,1999M02,369.28
972,World,1999M02,0.87
973,World,1999M03,369.84
974,World,1999M03,0.68
975,World,1999M04,371.15
976,World,1999M04,0.64
977,World,1999M05,371.12
978,World,1999M05,0.42
979,World,1999M06,370.46
980,World,1999M06,0.36
981,World,1999M07,369.61
982,World,1999M07,0.44
983,World,1999M08,367.06
984,World,1999M08,0.26
985,World,1999M09,364.95
986,World,1999M09,0.22
987,World,1999M10,365.52
988,World,1999M10,0.27
989,World,1999M11,366.88
990,World,1999M11,0.33
991,World,1999M12,368.26
992,World,1999M12,0.26
993,World,2000M01,369.45
994,World,2000M01,0.3
995,World,2000M02,369.71
996,World,2000M02,0.12
997,World,2000M03,370.75
998,World,2000M03,0.25
999,World,2000M04,371.98
1000,World,2000M04,0.22
1001,World,2000M05,371.75
1002,World,2000M05,0.17
1003,World,2000M06,371.87
1004,World,2000M06,0.38
1005,World,2000M07,370.02
1006,World,2000M07,0.11
1007,World,2000M08,368.27
1008,World,2000M08,0.33
1009,World,2000M09,367.15
1010,World,2000M09,0.6
1011,World,2000M10,367.18
1012,World,2000M10,0.45
1013,World,2000M11,368.53
1014,World,2000M11,0.45
1015,World,2000M12,369.83
1016,World,2000M12,0.43
1017,World,2001M01,370.76
1018,World,2001M01,0.35
1019,World,2001M02,371.69
1020,World,2001M02,0.54
1021,World,2001M03,372.63
1022,World,2001M03,0.51
1023,World,2001M04,373.55
1024,World,2001M04,0.42
1025,World,2001M05,374.03
1026,World,2001M05,0.61
1027,World,2001M06,373.4
1028,World,2001M06,0.41
1029,World,2001M07,371.68
1030,World,2001M07,0.45
1031,World,2001M08,369.78
1032,World,2001M08,0.41
1033,World,2001M09,368.34
1034,World,2001M09,0.32
1035,World,2001M10,368.61
1036,World,2001M10,0.39
1037,World,2001M11,369.94
1038,World,2001M11,0.38
1039,World,2001M12,371.42
1040,World,2001M12,0.43
1041,World,2002M01,372.7
1042,World,2002M01,0.52
1043,World,2002M02,373.37
1044,World,2002M02,0.45
1045,World,2002M03,374.3
1046,World,2002M03,0.45
1047,World,2002M04,375.19
1048,World,2002M04,0.44
1049,World,2002M05,375.93
1050,World,2002M05,0.51
1051,World,2002M06,375.69
1052,World,2002M06,0.61
1053,World,2002M07,374.16
1054,World,2002M07,0.67
1055,World,2002M08,372.03
1056,World,2002M08,0.61
1057,World,2002M09,370.92
1058,World,2002M09,0.7
1059,World,2002M10,370.73
1060,World,2002M10,0.58
1061,World,2002M11,372.43
1062,World,2002M11,0.67
1063,World,2002M12,373.98
1064,World,2002M12,0.69
1065,World,2003M01,375.07
1066,World,2003M01,0.64
1067,World,2003M02,375.82
1068,World,2003M02,0.66
1069,World,2003M03,376.64
1070,World,2003M03,0.63
1071,World,2003M04,377.92
1072,World,2003M04,0.73
1073,World,2003M05,378.78
1074,World,2003M05,0.76
1075,World,2003M06,378.46
1076,World,2003M06,0.74
1077,World,2003M07,376.88
1078,World,2003M07,0.73
1079,World,2003M08,374.57
1080,World,2003M08,0.68
1081,World,2003M09,373.34
1082,World,2003M09,0.65
1083,World,2003M10,373.31
1084,World,2003M10,0.7
1085,World,2003M11,374.84
1086,World,2003M11,0.65
1087,World,2003M12,376.17
1088,World,2003M12,0.59
1089,World,2004M01,377.17
1090,World,2004M01,0.56
1091,World,2004M02,378.05
1092,World,2004M02,0.59
1093,World,2004M03,379.06
1094,World,2004M03,0.64
1095,World,2004M04,380.54
1096,World,2004M04,0.69
1097,World,2004M05,380.8
1098,World,2004M05,0.53
1099,World,2004M06,379.87
1100,World,2004M06,0.37
1101,World,2004M07,377.65
1102,World,2004M07,0.2
1103,World,2004M08,376.17
1104,World,2004M08,0.43
1105,World,2004M09,374.43
1106,World,2004M09,0.29
1107,World,2004M10,374.63
1108,World,2004M10,0.35
1109,World,2004M11,376.33
1110,World,2004M11,0.4
1111,World,2004M12,377.68
1112,World,2004M12,0.4
1113,World,2005M01,378.63
1114,World,2005M01,0.39
1115,World,2005M02,379.91
1116,World,2005M02,0.49
1117,World,2005M03,380.95
1118,World,2005M03,0.5
1119,World,2005M04,382.48
1120,World,2005M04,0.51
1121,World,2005M05,382.64
1122,World,2005M05,0.48
1123,World,2005M06,382.4
1124,World,2005M06,0.67
1125,World,2005M07,380.93
1126,World,2005M07,0.87
1127,World,2005M08,378.93
1128,World,2005M08,0.73
1129,World,2005M09,376.89
1130,World,2005M09,0.66
1131,World,2005M10,377.19
1132,World,2005M10,0.68
1133,World,2005M11,378.54
1134,World,2005M11,0.59
1135,World,2005M12,380.31
1136,World,2005M12,0.7
1137,World,2006M01,381.58
1138,World,2006M01,0.78
1139,World,2006M02,382.4
1140,World,2006M02,0.66
1141,World,2006M03,382.86
1142,World,2006M03,0.5
1143,World,2006M04,384.8
1144,World,2006M04,0.61
1145,World,2006M05,385.22
1146,World,2006M05,0.67
1147,World,2006M06,384.24
1148,World,2006M06,0.48
1149,World,2006M07,382.65
1150,World,2006M07,0.45
1151,World,2006M08,380.6
1152,World,2006M08,0.44
1153,World,2006M09,379.04
1154,World,2006M09,0.57
1155,World,2006M10,379.33
1156,World,2006M10,0.57
1157,World,2006M11,380.35
1158,World,2006M11,0.48
1159,World,2006M12,382.02
1160,World,2006M12,0.45
1161,World,2007M01,383.1
1162,World,2007M01,0.4
1163,World,2007M02,384.12
1164,World,2007M02,0.45
1165,World,2007M03,384.81
1166,World,2007M03,0.51
1167,World,2007M04,386.73
1168,World,2007M04,0.5
1169,World,2007M05,386.78
1170,World,2007M05,0.4
1171,World,2007M06,386.33
1172,World,2007M06,0.54
1173,World,2007M07,384.73
1174,World,2007M07,0.54
1175,World,2007M08,382.24
1176,World,2007M08,0.43
1177,World,2007M09,381.2
1178,World,2007M09,0.57
1179,World,2007M10,381.37
1180,World,2007M10,0.54
1181,World,2007M11,382.7
1182,World,2007M11,0.62
1183,World,2007M12,384.19
1184,World,2007M12,0.57
1185,World,2008M01,385.78
1186,World,2008M01,0.7
1187,World,2008M02,386.06
1188,World,2008M02,0.51
1189,World,2008M03,386.28
1190,World,2008M03,0.38
1191,World,2008M04,387.34
1192,World,2008M04,0.16
1193,World,2008M05,388.78
1194,World,2008M05,0.52
1195,World,2008M06,387.99
1196,World,2008M06,0.43
1197,World,2008M07,386.61
1198,World,2008M07,0.49
1199,World,2008M08,384.32
1200,World,2008M08,0.54
1201,World,2008M09,383.41
1202,World,2008M09,0.58
1203,World,2008M10,383.21
1204,World,2008M10,0.48
1205,World,2008M11,384.41
1206,World,2008M11,0.45
1207,World,2008M12,385.79
1208,World,2008M12,0.42
1209,World,2009M01,387.17
1210,World,2009M01,0.36
1211,World,2009M02,387.7
1212,World,2009M02,0.42
1213,World,2009M03,389.04
1214,World,2009M03,0.71
1215,World,2009M04,389.76
1216,World,2009M04,0.62
1217,World,2009M05,390.36
1218,World,2009M05,0.41
1219,World,2009M06,389.7
1220,World,2009M06,0.44
1221,World,2009M07,388.24
1222,World,2009M07,0.42
1223,World,2009M08,386.29
1224,World,2009M08,0.51
1225,World,2009M09,384.95
1226,World,2009M09,0.4
1227,World,2009M10,384.64
1228,World,2009M10,0.37
1229,World,2009M11,386.23
1230,World,2009M11,0.47
1231,World,2009M12,387.63
1232,World,2009M12,0.48
1233,World,2010M01,388.91
1234,World,2010M01,0.45
1235,World,2010M02,390.41
1236,World,2010M02,0.7
1237,World,2010M03,391.37
1238,World,2010M03,0.6
1239,World,2010M04,392.67
1240,World,2010M04,0.75
1241,World,2010M05,393.21
1242,World,2010M05,0.73
1243,World,2010M06,392.38
1244,World,2010M06,0.69
1245,World,2010M07,390.41
1246,World,2010M07,0.56
1247,World,2010M08,388.54
1248,World,2010M08,0.58
1249,World,2010M09,387.03
1250,World,2010M09,0.54
1251,World,2010M10,387.43
1252,World,2010M10,0.73
1253,World,2010M11,388.87
1254,World,2010M11,0.68
1255,World,2010M12,389.99
1256,World,2010M12,0.61
1257,World,2011M01,391.5
1258,World,2011M01,0.67
1259,World,2011M02,392.05
1260,World,2011M02,0.42
1261,World,2011M03,392.8
1262,World,2011M03,0.37
1263,World,2011M04,393.44
1264,World,2011M04,0.2
1265,World,2011M05,394.41
1266,World,2011M05,0.31
1267,World,2011M06,393.95
1268,World,2011M06,0.4
1269,World,2011M07,392.72
1270,World,2011M07,0.59
1271,World,2011M08,390.33
1272,World,2011M08,0.46
1273,World,2011M09,389.28
1274,World,2011M09,0.58
1275,World,2011M10,389.19
1276,World,2011M10,0.45
1277,World,2011M11,390.48
1278,World,2011M11,0.41
1279,World,2011M12,392.06
1280,World,2011M12,0.53
1281,World,2012M01,393.31
1282,World,2012M01,0.46
1283,World,2012M02,394.04
1284,World,2012M02,0.51
1285,World,2012M03,394.59
1286,World,2012M03,0.46
1287,World,2012M04,396.38
1288,World,2012M04,0.75
1289,World,2012M05,396.93
1290,World,2012M05,0.64
1291,World,2012M06,395.91
1292,World,2012M06,0.5
1293,World,2012M07,394.56
1294,World,2012M07,0.47
1295,World,2012M08,392.59
1296,World,2012M08,0.58
1297,World,2012M09,391.32
1298,World,2012M09,0.52
1299,World,2012M10,391.27
1300,World,2012M10,0.53
1301,World,2012M11,393.2
1302,World,2012M11,0.7
1303,World,2012M12,394.57
1304,World,2012M12,0.64
1305,World,2013M01,395.78
1306,World,2013M01,0.63
1307,World,2013M02,397.03
1308,World,2013M02,0.76
1309,World,2013M03,397.66
1310,World,2013M03,0.78
1311,World,2013M04,398.64
1312,World,2013M04,0.57
1313,World,2013M05,400.02
1314,World,2013M05,0.78
1315,World,2013M06,398.81
1316,World,2013M06,0.73
1317,World,2013M07,397.51
1318,World,2013M07,0.75
1319,World,2013M08,395.39
1320,World,2013M08,0.71
1321,World,2013M09,393.72
1322,World,2013M09,0.61
1323,World,2013M10,393.9
1324,World,2013M10,0.67
1325,World,2013M11,395.36
1326,World,2013M11,0.55
1327,World,2013M12,397.03
1328,World,2013M12,0.62
1329,World,2014M01,398.04
1330,World,2014M01,0.57
1331,World,2014M02,398.27
1332,World,2014M02,0.31
1333,World,2014M03,399.91
1334,World,2014M03,0.57
1335,World,2014M04,401.51
1336,World,2014M04,0.72
1337,World,2014M05,401.96
1338,World,2014M05,0.48
1339,World,2014M06,401.43
1340,World,2014M06,0.66
1341,World,2014M07,399.27
1342,World,2014M07,0.44
1343,World,2014M08,397.18
1344,World,2014M08,0.45
1345,World,2014M09,395.54
1346,World,2014M09,0.46
1347,World,2014M10,396.16
1348,World,2014M10,0.57
1349,World,2014M11,397.4
1350,World,2014M11,0.52
1351,World,2014M12,399.08
1352,World,2014M12,0.52
1353,World,2015M01,400.18
1354,World,2015M01,0.54
1355,World,2015M02,400.55
1356,World,2015M02,0.57
1357,World,2015M03,401.74
1358,World,2015M03,0.46
1359,World,2015M04,403.34
1360,World,2015M04,0.46
1361,World,2015M05,404.15
1362,World,2015M05,0.54
1363,World,2015M06,402.97
1364,World,2015M06,0.38
1365,World,2015M07,401.46
1366,World,2015M07,0.55
1367,World,2015M08,399.11
1368,World,2015M08,0.49
1369,World,2015M09,397.82
1370,World,2015M09,0.58
1371,World,2015M10,398.49
1372,World,2015M10,0.59
1373,World,2015M11,400.27
1374,World,2015M11,0.72
1375,World,2015M12,402.06
1376,World,2015M12,0.75
1377,World,2016M01,402.73
1378,World,2016M01,0.64
1379,World,2016M02,404.25
1380,World,2016M02,0.92
1381,World,2016M03,405.06
1382,World,2016M03,0.83
1383,World,2016M04,407.6
1384,World,2016M04,1.06
1385,World,2016M05,407.9
1386,World,2016M05,0.93
1387,World,2016M06,406.99
1388,World,2016M06,1
1389,World,2016M07,404.59
1390,World,2016M07,0.78
1391,World,2016M08,402.45
1392,World,2016M08,0.84
1393,World,2016M09,401.23
1394,World,2016M09,0.86
1395,World,2016M10,401.79
1396,World,2016M10,0.83
1397,World,2016M11,403.72
1398,World,2016M11,0.86
1399,World,2016M12,404.64
1400,World,2016M12,0.64
1401,World,2017M01,406.36
1402,World,2017M01,0.9
1403,World,2017M02,406.66
1404,World,2017M02,0.6
1405,World,2017M03,407.54
1406,World,2017M03,0.61
1407,World,2017M04,409.22
1408,World,2017M04,0.4
1409,World,2017M05,409.89
1410,World,2017M05,0.49
1411,World,2017M06,409.08
1412,World,2017M06,0.51
1413,World,2017M07,407.33
1414,World,2017M07,0.68
1415,World,2017M08,405.32
1416,World,2017M08,0.71
1417,World,2017M09,403.57
1418,World,2017M09,0.58
1419,World,2017M10,403.82
1420,World,2017M10,0.51
1421,World,2017M11,405.31
1422,World,2017M11,0.39
1423,World,2017M12,407
1424,World,2017M12,0.58
1425,World,2018M01,408.15
1426,World,2018M01,0.44
1427,World,2018M02,408.52
1428,World,2018M02,0.46
1429,World,2018M03,409.59
1430,World,2018M03,0.5
1431,World,2018M04,410.45
1432,World,2018M04,0.3
1433,World,2018M05,411.44
1434,World,2018M05,0.38
1435,World,2018M06,410.99
1436,World,2018M06,0.47
1437,World,2018M07,408.9
1438,World,2018M07,0.39
1439,World,2018M08,407.16
1440,World,2018M08,0.45
1441,World,2018M09,405.71
1442,World,2018M09,0.53
1443,World,2018M10,406.19
1444,World,2018M10,0.59
1445,World,2018M11,408.21
1446,World,2018M11,0.72
1447,World,2018M12,409.27
1448,World,2018M12,0.56
1449,World,2019M01,411.03
1450,World,2019M01,0.71
1451,World,2019M02,411.96
1452,World,2019M02,0.84
1453,World,2019M03,412.18
1454,World,2019M03,0.63
1455,World,2019M04,413.54
1456,World,2019M04,0.75
1457,World,2019M05,414.86
1458,World,2019M05,0.83
1459,World,2019M06,414.15
1460,World,2019M06,0.77
1461,World,2019M07,411.96
1462,World,2019M07,0.75
1463,World,2019M08,410.17
1464,World,2019M08,0.74
1465,World,2019M09,408.76
1466,World,2019M09,0.75
1467,World,2019M10,408.74
1468,World,2019M10,0.63
1469,World,2019M11,410.47
1470,World,2019M11,0.55
1471,World,2019M12,411.97
1472,World,2019M12,0.66
1473,World,2020M01,413.59
1474,World,2020M01,0.62
1475,World,2020M02,414.32
1476,World,2020M02,0.57
1477,World,2020M03,414.71
1478,World,2020M03,0.61
1479,World,2020M04,416.42
1480,World,2020M04,0.7
1481,World,2020M05,417.28
1482,World,2020M05,0.58
1483,World,2020M06,416.58
1484,World,2020M06,0.59
1485,World,2020M07,414.58
1486,World,2020M07,0.64
1487,World,2020M08,412.75
1488,World,2020M08,0.63
1489,World,2020M09,411.49
1490,World,2020M09,0.67
1491,World,2020M10,411.48
1492,World,2020M10,0.67
1493,World,2020M11,413.1
1494,World,2020M11,0.64
1495,World,2020M12,414.23
1496,World,2020M12,0.55
1497,World,2021M01,415.49
1498,World,2021M01,0.46
1499,World,2021M02,416.72
1500,World,2021M02,0.58
1501,World,2021M03,417.61
1502,World,2021M03,0.7
1503,World,2021M04,419.01
1504,World,2021M04,0.62
1505,World,2021M05,419.09
1506,World,2021M05,0.43
1507,World,2021M06,418.92
1508,World,2021M06,0.56
1509,World,2021M07,416.9
1510,World,2021M07,0.56
1511,World,2021M08,414.42
1512,World,2021M08,0.4
1513,World,2021M09,413.26
1514,World,2021M09,0.43
1515,World,2021M10,413.9
1516,World,2021M10,0.59
1517,World,2021M11,414.97
1518,World,2021M11,0.45
1519,World,2021M12,416.67
1520,World,2021M12,0.59
1521,World,2022M01,418.13
1522,World,2022M01,0.64
1523,World,2022M02,419.24
1524,World,2022M02,0.6
1525,World,2022M03,418.76
1526,World,2022M03,0.28
1527,World,2022M04,420.19
1528,World,2022M04,0.28
1529,World,2022M05,420.97
1530,World,2022M05,0.45
1531,World,2022M06,420.94
1532,World,2022M06,0.48
1533,World,2022M07,418.85
1534,World,2022M07,0.47
1535,World,2022M08,417.15
1536,World,2022M08,0.66
1537,World,2022M09,415.91
1538,World,2022M09,0.64
1539,World,2022M10,415.74
1540,World,2022M10,0.44
1541,World,2022M11,417.47
1542,World,2022M11,0.6
1543,World,2022M12,418.99
1544,World,2022M12,0.56
1545,World,2023M01,419.48
1546,World,2023M01,0.32
1547,World,2023M02,420.3
1548,World,2023M02,0.25
1549,World,2023M03,420.98
1550,World,2023M03,0.53
1551,World,2023M04,423.35
1552,World,2023M04,0.75
1553,World,2023M05,424
1554,World,2023M05,0.72
1555,World,2023M06,423.68
1556,World,2023M06,0.65
1557,World,2023M07,421.83
1558,World,2023M07,0.71
1559,World,2023M08,419.68
1560,World,2023M08,0.61
1561,World,2023M09,418.51
1562,World,2023M09,0.63
1563,World,2023M10,418.82
1564,World,2023M10,0.74
1565,World,2023M11,420.46
1566,World,2023M11,0.72
1567,World,2023M12,421.86
1568,World,2023M12,0.68
1569,World,2024M01,0.68
1570,World,2024M01,0.68